orbital_period,transit_duration,planet_radius,transit_depth,stellar_radius,stellar_temp,label
13.61358,,3.39689521,,0.780921,4863.0,candidate
6.31915999,3.465,1.04,34.4,1.706,6254.0,candidate
6.0613441,2.5796829,27.91045,15346.1553014,1.53715,5949.2,apc
4.86784,,1.603,,0.455,3655.0,confirmed
204.0329342,17.5623,57.35,411370.0,0.806,5553.0,false_positive
11.973605044,4.3117,38.2,3822.9,0.943,6146.0,false_positive
4.3430254,4.425,13.5998,11142.0,1.47,6594.0,candidate
2.48882685,3.487,1.05,80.2,1.092,6246.0,false_positive
379.42818,11.24,1.89,403.9,0.945,5947.0,false_positive
4.61225043,2.695,0.51,29.1,0.961,5495.0,confirmed
6.73808701,2.591,0.73,92.9,0.769,5168.0,confirmed
0.624677585,2.411,1.28,37.3,1.996,9653.0,false_positive
2.17815196,2.445,1.09,245.0,0.7,5357.0,false_positive
2.4238226,2.2484015,12.2562719,16167.1783697,0.93,5410.0,kp
36.2995129,4.4333923,2.2115007,1322.2472746,0.617519,4253.9,candidate
7.00776,2.68,8.1288,3666.99,1.22,6347.0,false_positive
33.4969115,4.833,2.97,163.5,1.688,4928.0,confirmed
6.042029838,8.0666,23.94,132860.0,0.587,5030.0,false_positive
260.54832,15.52,1.35,161.6,1.04,6412.0,false_positive
169.415073,3.884,2.32,239.9,1.378,6362.0,candidate
20.6875239,2.57,11.6872,22490.0,0.75,4660.7,candidate
1.5351652,0.9492628,6.8350786,2977.6306495,0.744573,4215.0,apc
182.453195,2.721,1.26,184.0,0.927,6164.0,candidate
24.0819851,4.032,9.42632,7830.0,1.05,5952.0,candidate
4.0350169,2.108,12.5268,25420.0,0.75,5240.2,candidate
14.1011023,4.513,1.26,108.2,1.199,6534.0,candidate
498.68845,17.88,2.44,548.3,1.038,6184.0,false_positive
18.36974658,2.939,3.58,1143.3,0.81,5244.0,confirmed
8.8665,,2.24179614,,0.69,5110.0,confirmed
1.27349,1.655,13.6856,920.0,4.35,4982.0,false_positive
1.398890216,4.9641,57.48,66012.0,1.051,6134.0,false_positive
74.6065192,3.6758167,9.5163991,2377.6887561,1.18003,6142.0,false_positive
2.8894603,2.561,13.0354,17030.0,0.97,5604.0,candidate
96.4562198,11.195,9.1,950.5,2.704,7029.0,candidate
545.205601,3.296,1.66,199.7,1.155,6273.0,candidate
19.09995,,2.11327433,,0.841458,5377.0,confirmed
4.05135,2.4,14.2359,1132.23,3.85,4974.4,false_positive
30.9587224,4.411,2.34,342.0,1.161,6525.0,false_positive
2.8120379,1.647,9.95975,11880.0,0.91,6004.1,candidate
2.0396825,2.473,7.50494,4429.0,1.22,6559.0,candidate
5.7525797,5.4071598,12.7442838,5284.9525713,1.70927,6180.0,kp
3.1479532,3.3502554,17.745577,10550.5908783,1.63943,7298.0,candidate
3.1791661,2.844,12.9563,16245.0,1.16,6452.0,candidate
67.451045,8.9387,36.7,7062.8,2.191,4847.0,false_positive
2.79123954,2.843,2.22,154.8,1.668,6407.0,false_positive
39.818832,10.757,2.23,199.1,1.524,5710.0,confirmed
10.10404351,1.0022,4.05,1322.4,0.831,5530.0,candidate
2.4076941,1.438,7.15781,4810.0,0.98,5702.0,candidate
0.531106622,3.0293,7.54,5133.6,0.762,4978.0,false_positive
2.3240489,,33.4,,0.78,5107.0,candidate
49.5355004,8.483,10.5617,5687.0,1.33,6173.0,candidate
6.893813,,2.83587212,,1.04,5520.0,confirmed
23.136755,7.179,9.05398,2514.0,2.04,7723.0,candidate
11.79161234,3.036,2.41,415.4,1.199,5619.0,confirmed
0.56679797,4.503,0.65,72.6,0.777,5230.0,false_positive
5.52418625,2.826,2.25,491.0,1.004,5334.0,confirmed
3.408833,3.163,14.2632,16032.0,1.11,6134.0,kp
8.70312154,4.807,0.72,32.0,1.082,6006.0,confirmed
17.177328207,7.6702,15.29,24419.0,0.973,6032.0,false_positive
4.04961,,0.772,,0.117,2559.0,confirmed
5.83977,,2.27,,0.473,3580.0,confirmed
12.0999065,3.558,1.39,165.5,1.098,5553.0,confirmed
41.0772969,5.525,3.25,1216.8,0.938,5665.0,false_positive
18.1960491,4.8596477,8.8304863,2203.3245309,1.67013,7811.0,candidate
0.941436,1.3606996,4.529209,339.9126618,2.34986,8322.0,false_positive
3.471285,,4.37,,0.5,3720.0,confirmed
55.25178622,6.094,27.32,39874.0,0.832,5793.0,false_positive
94.886902,6.923,4.24,641.7,1.097,5888.0,confirmed
11.099348,3.2464373,2.4827074,1159.3892018,0.732535,4948.0,confirmed
5.4584109,4.164,10.0716,2807.0,2.24,6309.0,candidate
3.1315583,3.737,11.2819,5140.0,1.69,5684.0,candidate
5.2449156,8.367,0.52,35.5,0.878,5823.0,candidate
8.14515981,5.073,3.43,446.8,1.24,5896.0,confirmed
24.0510453,3.3687329,2.9822257,1194.9103544,0.855433,5232.43,candidate
18.49234792,3.4744,3.34,1655.5,0.838,5289.0,confirmed
17.9450925,1.673,13.3791,16550.0,1.01,5681.0,candidate
31.827649,1.639,4.98,520.0,1.954,4774.0,confirmed
4.8104679,2.547,4.19665,1940.0,0.92,5332.3,candidate
1.5411764,1.535,3.17311,1510.0,0.77,4307.3,candidate
4.52342256,2.531,1.7,219.0,1.058,6211.0,false_positive
27.770388,,25.1,,0.71,4598.0,false_positive
18.347081,2.825,5.65,1126.6,1.702,5465.0,candidate
75.906736,11.64,0.63,26.9,1.206,6140.0,candidate
1.039046871,1.689,0.48,24.4,0.976,5689.0,false_positive
48.118812545,5.27958,45.18,69851.0,0.872,6003.0,false_positive
4.7185893,5.576,12.5103,3868.0,2.06,6039.7,candidate
4.22464216,1.403,4.31,987.0,1.14,6343.0,candidate
380.39474,10.775,1.84,603.0,0.745,5772.0,candidate
20.1890396,6.251,1.39,112.1,1.267,6178.0,candidate
27.3214242,4.836,3.61,279.6,1.451,5592.0,confirmed
154.536881,15.44,4.1,258.5,2.522,6049.0,candidate
3.3969441,2.4148687,14.4039682,10192.131158,1.27071,5864.0,kp
57.2932309,4.878,1.95,773.6,0.729,4806.0,confirmed
15.663886949,2.4775,27.36,5144.4,2.221,5996.0,false_positive
3.01551943,3.1713,155.81,159580.0,2.761,5299.0,false_positive
602.2450921,9.0912461,2.8742544,220.3440139,1.8626699,6128.0,candidate
4.48559215,0.8161,0.95,2265.0,0.193,3236.0,confirmed
6.46004728,1.979,1.8,394.2,0.804,5704.0,confirmed
1.6562803,0.929,9.54495,5610.0,1.25,6044.0,false_positive
3.2601896,3.835,14.6248,11570.0,1.36,5542.4,candidate
2.0804611,3.608,11.5464,5260.0,1.6,6434.0,candidate
4.44737112,19.45,2.06,224.4,0.981,5472.0,false_positive
5.4149624,1.24,16.1825,4028.0,2.75,7979.0,candidate
3.3706303,1.5183944,9.3830336,166589.9107386,0.222121,3133.0,confirmed
13.4758478,2.0643913,1.9840882,708.9461601,0.618173,4111.0,confirmed
2.5950747,0.7921274,5.9382555,665.2502774,2.24201,6852.0,false_positive
5.0037758,3.439,19.7788,7390.0,2.09,6442.0,confirmed
