orbital_period,planet_radius,stellar_radius,stellar_temp,label
28.482786,2.57581891,0.906367,5712.0,confirmed
48.324222,3.59970536,1.538801,6045.0,confirmed
8.357881,2.56,0.93,5667.0,confirmed
8.357954,2.5015294,0.910305,5675.0,confirmed
17.043179,4.11850271,0.778475,5262.0,confirmed
17.0428683,4.189,0.757,5212.9,confirmed
3.3596055,1.423,0.757,5212.9,confirmed
7.4500177,2.438,0.757,5212.9,confirmed
3.225338,1.87,0.68,4648.0,confirmed
3.2253993,1.73,0.682,4491.0,confirmed
3.225286,1.74,0.68,4507.0,confirmed
3.225423,1.88203097,0.667422,4681.0,confirmed
7.37442,2.67,0.68,4507.0,confirmed
7.3744897,2.85,0.682,4491.0,confirmed
7.374694,2.78,0.68,4648.0,confirmed
7.374497,2.83685639,0.667422,4681.0,confirmed
2.849883,1.3643987,0.791736,5233.0,confirmed
1.05979,1.40006712,0.878161,5507.0,confirmed
22.779878,3.28568401,0.878161,5507.0,confirmed
3.405164,2.30165603,0.910685,5491.0,confirmed
9.6952,1.26549392,0.765,5026.0,confirmed
9.695101,1.37068602,0.762994,5000.0,confirmed
7.055908,3.17214154,1.253,5783.0,confirmed
7.055784,3.04584393,1.177665,5755.0,confirmed
26.672263,1.99552771,1.077574,5890.0,confirmed
18.294549,2.79522879,0.758046,5043.0,confirmed
12.48749,2.60585269,0.928158,5522.0,confirmed
4.190948,1.67866113,0.862368,5582.0,confirmed
4.19097,1.67462172,0.872,5500.0,confirmed
2.080615,0.86850263,0.712365,4720.0,confirmed
9.325038,1.84,0.646783,4222.06,confirmed
9.32414,1.59,0.6,4043.0,confirmed
9.32389,1.25,0.46,4006.0,confirmed
9.3251498,1.89,0.6,4024.0,confirmed
15.50192,2.49,0.646783,4222.06,confirmed
15.50116,1.53,0.46,4006.0,confirmed
15.5012,1.92,0.6,4043.0,confirmed
15.504102,2.29,0.6,4024.0,confirmed
0.570233,0.81864346,0.85179,5396.0,confirmed
0.57023,0.86,0.89,5500.0,confirmed
0.669532,1.3,0.79,5360.0,confirmed
0.669561,1.33162691,0.818,5117.0,confirmed
0.669558,1.37466396,0.815727,5221.0,confirmed
9.795647,2.65,0.678,4349.0,confirmed
9.79551,2.52,0.65,4272.0,confirmed
9.79565352601,2.82375991,0.706632,4147.0,confirmed
9.7954,2.39257704,0.598075,4349.0,confirmed
8.13087,1.51398464,1.20424,5794.0,confirmed
8.59656,2.51,1.236,5875.0,confirmed
8.596531,2.21567504,1.123168,5768.0,confirmed
8.596802,2.43,1.27,5854.0,confirmed
8.269648,2.12381238,0.974398,5704.0,confirmed
2.174789,1.66,0.699,4495.0,confirmed
2.1748,1.75,0.72,4503.0,confirmed
2.174782,1.63,0.69,4658.0,confirmed
2.1747824,1.79105,0.71,4542.0,confirmed
2.174789,1.67844825,0.665648,4591.0,confirmed
14.074524,3.57854073,1.333718,5967.0,confirmed
8.679885,2.56948149,1.008231,5757.0,confirmed
3.901287,1.34762583,1.189232,5753.0,confirmed
6.66767,1.43839723,1.189232,5753.0,confirmed
11.137278,2.57634456,1.189232,5753.0,confirmed
0.381073,2.3,0.58,3879.0,confirmed
0.381087,4.31,0.54,3830.0,confirmed
0.38107852,4.61,0.57,3892.0,confirmed
1.143201,3.0,0.382,3865.0,confirmed
0.381078,4.75,0.581569,3879.18,confirmed
0.381078,2.5,0.57,3830.0,confirmed
13.682511,2.21473364,0.929546,5599.0,confirmed
13.683256,2.39,1.02,5660.0,confirmed
13.68186,2.37,1.026,5612.0,confirmed
2.399094,1.67890272,0.947599,5716.0,confirmed
15.38857,2.35,1.115,5942.0,confirmed
15.388825,2.22325951,1.040375,5934.0,confirmed
15.387063,2.39,1.09,6058.0,confirmed
15.3886606556,2.53826377,1.0623,6101.0,confirmed
15.3863,2.41,1.093,5961.0,confirmed
0.50557,0.90973766,1.013236,5859.0,confirmed
0.50565,0.89,0.99,5835.0,confirmed
0.50557,0.89,1.0,5859.0,confirmed
4.564169,1.6195921,1.013236,5859.0,confirmed
4.562546,1.5,1.0,5859.0,confirmed
4.56327,1.57,0.99,5835.0,confirmed
4.478591,1.66378993,0.839998,5614.0,confirmed
4.47904,1.56,0.84,5620.0,confirmed
10.09489,2.41,0.84,5620.0,confirmed
15.8723,3.60929179,1.7,5520.0,confirmed
15.871455,2.66099554,1.209303,5733.0,confirmed
15.87209,3.49,1.7,5742.0,confirmed
3.271106,1.48696454,0.82447,5397.0,confirmed
3.27108,1.54,0.91,5424.0,confirmed
3.27109,1.53899305,0.889,5288.0,confirmed
13.621832,1.66551298,0.890666,5673.0,confirmed
2.698368,1.38434336,0.699017,4764.0,confirmed
2.69828,1.21,0.65,4715.0,confirmed
0.584249,1.164,0.793,5185.0,confirmed
0.584216,1.0,0.79,5315.0,confirmed
0.58424,1.2547759,0.801878,5231.0,confirmed
0.58426,1.14,0.79,5315.0,confirmed
0.584272,1.26,0.774,5163.0,confirmed
0.584,1.197,0.781,5185.0,confirmed
8.32727,2.03,0.79,5315.0,confirmed
8.3262,2.04,0.774,5163.0,confirmed
8.32834,2.12,0.793,5185.0,confirmed
8.32801,2.16480482,0.801878,5231.0,confirmed
2.86041,1.96,1.39,5945.0,confirmed
2.860636,1.93420564,1.181244,6002.0,confirmed
13.841901,2.5,0.95,5695.0,confirmed
11.168454,11.209,1.161,6154.0,confirmed
11.168459,11.859122,1.233,5888.0,confirmed
11.1684037,12.77,1.22,5981.0,confirmed
2.467583,1.315,0.71,4796.0,confirmed
2.4675,1.343,0.71,5033.0,confirmed
2.46746,1.398,0.745,4950.0,confirmed
7.06024,1.272,0.71,4796.0,confirmed
7.06005,1.281,0.71,5033.0,confirmed
7.06142,1.335,0.745,4950.0,confirmed
24.3645,2.358,0.71,5033.0,confirmed
24.3681,2.363,0.71,4796.0,confirmed
24.3662,2.64,0.745,4950.0,confirmed
2.18053332,16.06246934,1.236,6180.0,confirmed
2.1805577,18.405178,1.38,6099.0,confirmed
2.18052771326,16.80885305,1.27146,6599.0,confirmed
2.18056,18.49485,1.43,6257.0,confirmed
2.18053539,16.19697711,1.261,6360.0,confirmed
3.20466,14.5717,1.59,5630.0,confirmed
5.24,1.1,0.36,3420.0,confirmed
7.775,1.0,0.36,3420.0,confirmed
10.115,1.1,0.36,3420.0,confirmed
20.885016,5.25597181,1.068173,5744.0,confirmed
20.885075,4.05,0.77,5071.0,confirmed
20.88977,5.4,1.16,5625.0,confirmed
20.88508,5.83,1.21,5743.0,confirmed
20.8851,5.68,1.21,5743.0,confirmed
20.8851,5.68,1.21,5743.0,confirmed
20.88977,5.4,1.16,5625.0,confirmed
20.88526,7.07,1.51,5717.0,confirmed
42.3391,7.5,1.16,5625.0,confirmed
42.36301,9.8,1.51,5717.0,confirmed
42.3633,7.82,1.21,5743.0,confirmed
42.3633,7.82,1.21,5743.0,confirmed
42.363493,5.59,0.77,5071.0,confirmed
42.363982,7.1178989,1.068173,5744.0,confirmed
42.3391,7.5,1.16,5625.0,confirmed
42.36342,8.1,1.21,5743.0,confirmed
6.034,2.0,0.54,3810.0,confirmed
20.523,1.8,0.54,3810.0,confirmed
26.8199,2.55,0.75,5262.0,confirmed
6.51389,2.54,0.37,3459.0,confirmed
11.54182,2.17,1.39,6570.0,confirmed
24.94598,2.01,1.39,6570.0,confirmed
21.06884,1.75,0.92,5677.0,confirmed
21.070201,1.65007129,0.890903,5728.0,confirmed
11.89307,4.34,1.25,5793.0,confirmed
11.89376,2.67,0.956,5942.0,confirmed
5.76918,3.49,0.94,5610.0,confirmed
2.25021,2.12,0.69,4667.0,confirmed
6.49424,2.19,0.69,4667.0,confirmed
7.17256,2.57,0.92,5528.0,confirmed
12.409,2.79,1.57,6504.0,confirmed
3.48456408,3.44,0.2932,3207.0,confirmed
3.484552,3.43,0.295,3180.0,confirmed
3.48455432425,4.20831932,0.290216,3204.0,confirmed
4.01457,2.44,0.81,5172.0,confirmed
4.01392,2.71257333,0.797,5003.0,confirmed
9.30075,2.35,0.49,3717.0,confirmed
13.81513,1.74,0.82,5152.0,confirmed
4.00167,12.67,1.1,6027.0,confirmed
4.00357732994,12.96278785,1.08492,5318.0,confirmed
4.09639,1.63,0.67,4629.0,confirmed
12.11839,2.19,0.67,4629.0,confirmed
1.96417,2.9,0.69,4676.0,confirmed
5.52011,2.63,0.78,5219.0,refuted
1.60588,0.83,0.5,3725.0,confirmed
19.0921,3.0,1.31,6351.0,confirmed
15.48043,2.32,1.13,6059.0,confirmed
15.482399,2.09663798,1.077775,5928.0,confirmed
14.567025,2.79,0.51,3731.0,confirmed
14.5662,2.58,0.51,3769.0,confirmed
14.5665,2.67,0.52,3785.0,confirmed
2.6266983,18.7969,1.77,6475.0,confirmed
2.62669762,18.41635529,1.755,6860.0,confirmed
2.6266657,17.396368,1.69,6367.0,confirmed
11.63344,9.52763359,1.669,5537.0,confirmed
11.63395,10.32,1.679,5478.0,confirmed
11.63344,9.52765,1.65,5537.0,confirmed
11.633478,9.50521563,1.641,5503.0,confirmed
11.633478,9.52763359,1.642,5445.0,confirmed
11.6332127,10.264,1.73,5287.7,confirmed
11.6334681,9.26982704,1.663,5490.0,confirmed
50.818947,2.41,0.85,5368.0,confirmed
50.819331,2.16538589,0.837459,5410.0,confirmed
50.818947,2.41,0.85,5368.0,confirmed
5.83977,2.27,0.473,3580.0,confirmed
5.840002,2.231,0.473,3660.0,confirmed
19.66365,2.77,0.473,3580.0,confirmed
19.660302,2.668,0.473,3660.0,confirmed
2.36906,1.676,0.924,5435.0,confirmed
2.369172,1.71,0.977,5477.0,confirmed
2.369193,1.62,0.91,5481.0,confirmed
2.3690438,1.63,0.81,5261.0,confirmed
2.369008,1.66165565,0.889069,5509.0,confirmed
2.36902,1.70824866,0.92,5420.0,confirmed
0.658524,3.3,0.703,4285.0,confirmed
7.814,0.705,0.703,4285.0,confirmed
14.697,2.93,0.703,4285.0,confirmed
14.69808003166,3.17788403,0.733789,4362.0,confirmed
19.482,2.73,0.703,4285.0,confirmed
19.48348329613,3.54834332,0.733789,4362.0,confirmed
2.151676,1.5,0.78,5106.0,confirmed
2.151894,1.41,0.78,5068.0,confirmed
9.327527,2.69,0.78,5106.0,confirmed
9.326841,2.69,0.78,5068.0,confirmed
4.528598,1.49,0.78,5106.0,confirmed
6.131243,1.33,0.78,5106.0,confirmed
26.27057,2.23,0.78,5106.0,confirmed
4.144965,1.57,1.45,6209.0,confirmed
4.145398,1.1956395,1.309274,6035.0,confirmed
6.771315,5.36,1.03,5797.0,confirmed
6.77131,5.77,0.88,5422.0,confirmed
6.771347,4.74,0.876,5246.0,confirmed
6.771315,4.48,0.885,5248.0,confirmed
6.77145,4.45,0.85,5320.0,confirmed
6.771389,4.58049508,0.855055,5368.0,confirmed
6.7713411,5.07965,0.89,5231.0,confirmed
6.7714021,4.68,0.81,5247.0,confirmed
1.543069,1.38,0.77,4877.0,confirmed
4.400028,2.95,0.77,4877.0,confirmed
4.399871,2.8,0.772,4810.0,confirmed
8.56232889439,6.92239107,1.02304,5545.3,confirmed
8.562421,7.28,0.99,5644.0,confirmed
14.454034,3.2,0.802,5490.0,confirmed
14.453533,2.91,0.81,5419.0,confirmed
14.4536756,3.13,0.83,5397.0,confirmed
11.722103,2.8,0.838,5170.0,confirmed
11.7195663,3.05,0.85,5161.0,confirmed
11.716332,4.42,0.84,5200.0,confirmed
14.133427,2.32120418,0.747608,5098.0,confirmed
14.1330314,2.08,0.7,5044.0,confirmed
14.129714,2.2,0.74,5065.0,confirmed
3.280961,2.24,0.73,4812.0,confirmed
3.28102986099,2.50448263,0.735345,4783.6,confirmed
3.2809626,2.34,0.69,4841.0,confirmed
3.280858,2.128688,0.727072,4822.0,confirmed
8.4388385,2.21,0.69,4841.0,confirmed
8.438756,2.34,0.73,4812.0,confirmed
8.43889970961,3.01612551,0.735345,4783.6,confirmed
18.718269,3.77,0.85,5139.0,confirmed
6.32668003682,2.29015537,0.975383,5673.0,confirmed
6.32677,2.23,0.952,5705.0,confirmed
6.326768,2.18575124,0.973,5680.0,confirmed
6.326674,2.12171156,0.946965,5733.0,confirmed
6.326763,2.07,0.97,5741.0,confirmed
3.334966,2.98,1.61,6747.0,confirmed
7.122605,1.21,0.86,5558.0,confirmed
2.260435,2.3,0.279867,3292.75,confirmed
2.260455,2.32,0.288,3214.0,confirmed
2.2604455,2.56,0.288,3214.0,confirmed
2.2604439,1.6,0.18,2997.0,confirmed
2.260438,2.45,0.28,3290.0,confirmed
2.26026548696,2.72623736,0.341024,3236.0,confirmed
19.89526,7.5,1.28,5500.0,confirmed
19.895202,7.67,1.28,5742.0,confirmed
19.894641,5.55493874,1.06414,5767.0,confirmed
19.895,7.46,1.279,5741.0,confirmed
8.687721,8.18,0.76,4812.0,confirmed
4.169836,2.82,0.94,5523.0,confirmed
4.169783,2.5,1.0,5499.0,confirmed
1.921036,3.52,0.82,5060.0,confirmed
4.795069,2.78,0.607,4140.0,confirmed
4.7948642,3.3985,0.65,4072.0,confirmed
3.471745,2.59,0.787,4975.0,confirmed
3.4715644,2.65245,0.77,5144.5,confirmed
7.1385672,3.60516,0.77,5144.5,confirmed
7.138048,3.53,0.787,4975.0,confirmed
10.45582,2.48,0.787,4975.0,confirmed
14.76289,1.95,0.787,4975.0,confirmed
27.359,2.1,0.62,3926.0,confirmed
14.893291,9.494023,1.07,5695.0,confirmed
14.89329,9.33708092,1.07,5695.0,confirmed
31.393463,1.9,0.32,3341.0,confirmed
13.15628,3.2,0.38,3809.0,confirmed
13.156974,5.19,0.54,3816.0,confirmed
13.156969,9.1,1.025,5529.0,confirmed
3.258824,12.05607716,0.857501,5392.0,confirmed
3.2589263,11.209,0.748,5222.0,confirmed
3.25883164155,12.87148683,0.817114,5387.06,confirmed
3.2588321,13.33871,0.86,5358.0,confirmed
3.258768,11.42,0.85,5323.0,confirmed
9.21165,3.06,1.511,6302.0,confirmed
48.36685,11.276254,1.511,6302.0,confirmed
2.225177,1.589,0.899,5520.0,confirmed
2.2251639,1.50436,0.92,5509.0,confirmed
2.225,1.582,0.904,5520.0,confirmed
2.225177,1.589,0.934,5520.0,confirmed
16.9841,2.63,1.09,5725.0,confirmed
13.1225,2.45,0.947,5532.0,confirmed
2.50387,1.66,1.2,5612.0,confirmed
4.0248735,11.6786,0.75,4492.0,confirmed
4.024867,10.054473,0.7,4444.0,confirmed
10.05460031054,2.11286662,0.550856,3920.0,confirmed
10.05448,1.98,0.52,3951.0,confirmed
10.05449,2.18,0.56,3896.0,confirmed
10.054626,2.14,0.561,3896.0,confirmed
10.05403,2.14,0.561,3896.0,confirmed
10.054374,2.4,0.58,3927.0,confirmed
10.054626,2.25,0.6,3835.0,confirmed
10.05403,2.14,0.561,3896.0,confirmed
10.0546535,2.078,0.546,3844.0,confirmed
10.05443,1.44,0.371,3841.0,confirmed
10.05454,2.29,0.6,3835.0,confirmed
24.6435,1.18,0.371,3841.0,confirmed
24.646729,1.582,0.546,3844.0,confirmed
24.646582,1.69,0.6,3835.0,confirmed
24.64638,1.77,0.6,3835.0,confirmed
24.646582,1.72,0.561,3896.0,confirmed
24.6454,1.72,0.561,3896.0,confirmed
24.6454,1.72,0.561,3896.0,confirmed
24.64745,1.56,0.52,3951.0,confirmed
24.645013,1.9,0.58,3927.0,confirmed
24.64354,1.85,0.56,3896.0,confirmed
44.55603,1.458,0.546,3844.0,confirmed
44.56115,1.7,0.58,3927.0,confirmed
44.556456,1.62,0.6,3835.0,confirmed
44.5631,1.52,0.561,3896.0,confirmed
44.556456,1.52,0.561,3896.0,confirmed
44.55983,1.51,0.56,3896.0,confirmed
44.5631,1.52,0.561,3896.0,confirmed
44.5609,0.96,0.371,3841.0,confirmed
44.55764,1.65,0.6,3835.0,confirmed
4.098506,12.3,0.92,5567.0,confirmed
4.09847409321,14.83669218,1.06395,5198.0,confirmed
4.098492,12.65164357,0.909346,5574.0,confirmed
4.09849,11.982421,0.839,5575.0,confirmed
4.098507,13.405964,0.941,5581.0,confirmed
4.098503,11.646151,0.844,5425.0,confirmed
3.38628,9.916,1.24,6100.0,confirmed
1.2578542,34.0,0.9,5465.0,confirmed
1.25785,11.88154,0.78,5280.0,confirmed
1.25784906,46.0,1.138,5340.0,confirmed
1.2578493,7.0,0.81,5251.0,confirmed
1.25781300511,12.57069193,1.02904,5340.0,confirmed
3.1443189,0.95,0.196,3300.0,confirmed
1.133,1.33,0.379,3436.0,confirmed
5.26,1.83,0.379,3436.0,confirmed
6.22,2.93,0.379,3387.0,confirmed
7.01,1.66,0.552,3851.0,confirmed
26.68,2.79,0.898,5440.0,confirmed
8.9919156,4.79,0.72,4686.0,confirmed
8.991942,5.17103245,0.839164,5415.0,confirmed
8.99218,5.38,0.87,5315.0,confirmed
8.99213,5.62,0.92,5428.0,confirmed
8.992,5.299,0.86,5271.0,confirmed
17.97586029496,4.78034841,0.851795,5274.0,confirmed
8.99218,5.38,0.87,5315.0,confirmed
8.99213,5.13,0.845,5275.0,confirmed
8.99196,5.038,0.855,5274.0,confirmed
20.65614,3.48,0.87,5315.0,confirmed
20.66093,3.01,0.855,5274.0,confirmed
20.6602,3.32,0.92,5428.0,confirmed
20.65614,3.48,0.87,5315.0,confirmed
20.660987,2.88,0.72,4686.0,confirmed
20.6602,3.01,0.845,5275.0,confirmed
20.66093,3.134,0.86,5271.0,confirmed
20.661623,3.11517954,0.839164,5415.0,confirmed
31.71701,3.484,0.86,5271.0,confirmed
31.715868,3.13,0.72,4686.0,confirmed
31.7154,3.77,0.92,5428.0,confirmed
31.71922,3.75,0.87,5315.0,confirmed
31.7169,3.33,0.855,5274.0,confirmed
31.7154,3.43,0.845,5275.0,confirmed
31.71922,3.75,0.87,5315.0,confirmed
31.715061,3.41411198,0.839164,5415.0,confirmed
4.34934,1.212,0.86,5271.0,confirmed
1.995,2.62,0.3,3157.0,confirmed
2.298,1.95,0.583,3855.0,confirmed
2.29799150846,2.32710652,0.590525,3650.0,confirmed
2.2979749,2.05124347,0.595,3750.0,confirmed
8.205,1.92,0.602,4141.0,confirmed
24.93,2.1,0.549,3710.0,confirmed
3.262,2.43,0.505,3752.0,confirmed
6.93,2.2,0.298,3287.0,confirmed
1.256,2.28,0.688,3924.0,confirmed
12.4551225,8.675766,0.822,5282.0,confirmed
12.45636917022,8.7723254,0.843307,5278.0,confirmed
5.4252061,0.868,0.16,2890.0,confirmed
5.42513,5.76,1.1,3410.0,confirmed
5.424865,5.04,1.05,3540.0,confirmed
13.773826,3.29495202,1.682578,6114.0,confirmed
13.7748361,2.67656,1.47,6266.98,confirmed
13.774798,2.77,1.5,6232.0,confirmed
9.398977,1.79,1.06,5994.0,confirmed
22.99592,2.5,1.043,6010.0,confirmed
22.996591,2.72,1.06,5994.0,confirmed
17.70632,2.2,0.28,3315.0,confirmed
14.759287,6.18,1.22,5880.0,confirmed
14.759595,5.3,1.186,6070.0,confirmed
14.75650149447,5.7395617,1.20174,5790.7,confirmed
5.11383503556,5.67086336,1.50876,6315.7,confirmed
5.113981,5.65,1.49,6502.0,confirmed
5.113823,5.0,1.409,6890.0,confirmed
12.282343,2.52633631,1.410373,5985.0,confirmed
12.283211,2.21,1.33,6222.0,confirmed
21.191788,1.3172461,0.782112,5277.0,confirmed
21.194733,1.22,0.8,5424.0,confirmed
16.273563,2.62,1.32,5869.0,confirmed
16.27284,2.10886389,1.064948,5656.0,confirmed
3.850614,1.03,0.63,4558.0,confirmed
19.507428,1.92,0.72,4857.0,confirmed
2.995646,13.96620332,1.454974,5990.0,confirmed
2.995629,15.434793,1.58,6149.0,confirmed
2.9956366,13.1937,1.4,6135.5,confirmed
2.995607,15.13215,1.526,6132.0,confirmed
2.995633,13.96,1.44,6071.0,confirmed
2.9956348,13.75,1.42,6168.0,confirmed
2.995653,13.8,1.398,6380.0,confirmed
2.99561,11.99363,1.22,6132.0,confirmed
2.995654,16.14096,1.66,6087.0,confirmed
29.740451,3.36,1.13,5532.0,confirmed
36.556251,2.96787013,1.035241,5759.0,confirmed
36.552551,3.21,1.16,5817.0,confirmed
11.561514,2.4,1.406,6140.0,confirmed
11.561052,2.03,1.09,5920.0,confirmed
2.787174,1.65,0.46,3804.0,confirmed
7.676984,2.3,0.465,3790.0,confirmed
7.676972,2.02,0.46,3804.0,confirmed
3.3557219,1.9149,0.56,3807.0,confirmed
3.355854,1.6,0.551,3860.0,confirmed
3.35585,1.59,0.49,4374.0,confirmed
10.367437,2.11,0.52,3779.0,confirmed
26.201446,2.26,0.7,4801.0,confirmed
26.197022,2.36213049,0.692258,4789.0,confirmed
26.19445485478,2.99459349,0.709927,4678.0,confirmed
7.187257,2.41,0.63,4599.0,confirmed
4.688418,3.26,0.85,5077.0,confirmed
4.688625,3.8,0.828,5220.0,confirmed
4.6886342,3.36071,0.87,4954.0,confirmed
12.550171,2.67,0.85,5077.0,confirmed
12.550896,2.6,0.828,5220.0,confirmed
9.032178,1.38,0.49,4385.0,confirmed
2.399964,1.32,0.619575,4402.71,confirmed
2.39991,1.08,0.601,4426.0,confirmed
2.3996463,1.52,0.67,4326.0,confirmed
2.39984,1.4,0.72,4680.0,confirmed
5.60906,1.69,0.601,4426.0,confirmed
5.6084,2.2,0.69,4523.0,confirmed
5.60912,2.09,0.72,4680.0,confirmed
5.608352,1.93,0.619575,4402.71,confirmed
5.6089465,2.17,0.67,4326.0,confirmed
4.163873,1.54,1.04,5789.0,confirmed
19.991944,2.74,1.04,5789.0,confirmed
7.806164,2.54,1.05,5769.0,confirmed
3.665912,1.37,0.95,5791.0,confirmed
8.236486,2.0,0.923,5930.0,confirmed
8.234885,1.92,0.95,5791.0,confirmed
14.871387,2.23,0.95,5791.0,confirmed
14.869943,4.4,0.923,5930.0,confirmed
3.793306,1.56,0.41,3669.0,confirmed
5.7385647,2.25,0.92,5790.0,confirmed
21.0267366,2.29,0.86,5568.0,confirmed
16.3488637,3.72,1.0,5794.0,confirmed
11.2510285,2.68,0.91,5650.0,confirmed
1.422647,1.45,0.75,4953.0,confirmed
1.422586,1.291,0.717,4836.0,confirmed
1.422619,1.46748911,0.745987,4944.0,confirmed
1.4226108,1.55,0.74,4886.0,confirmed
1.42266,1.32,0.74,4924.0,confirmed
1.422614,1.43,0.718,4916.0,confirmed
1.422614,1.43,0.718,4916.0,confirmed
5.340883,3.58036658,0.745987,4944.0,confirmed
5.3410507,3.12,0.726,4953.0,confirmed
5.340888,3.2,0.718,4916.0,confirmed
5.340786,2.41,0.717,4836.0,confirmed
5.34072,2.65,0.75,4953.0,confirmed
5.34059,2.8,0.74,4924.0,confirmed
5.340888,3.2,0.718,4916.0,confirmed
5.3408934,2.82,0.74,4886.0,confirmed
23.448172,2.906,1.051,5561.0,confirmed
23.446501,2.71,0.87,5484.0,confirmed
23.446873,2.89705396,0.986872,5869.0,confirmed
15.937378,1.84,0.7,4574.0,confirmed
15.937039,2.359,0.94,5601.0,confirmed
20.645099,2.413,0.625,4348.0,confirmed
20.643928,2.54,0.68,4396.0,confirmed
5.025831,1.72,0.72,4679.0,confirmed
5.025598,1.332,0.663,4663.0,confirmed
9.660186,1.361,0.663,4663.0,confirmed
20.201085,1.948,0.663,4663.0,confirmed
5.761612,1.313,0.881,5682.0,confirmed
5.761359,1.37311054,0.901705,5744.0,confirmed
5.7619248,1.37,0.83,5350.0,confirmed
4.44117,1.61,0.85,5413.0,confirmed
4.44118,1.66,0.87,5512.0,confirmed
4.4436649,1.5,0.72,4740.0,confirmed
4.443774,1.52572113,0.818403,5382.0,confirmed
4.4434,1.39,0.809,5352.0,confirmed
6.42966,2.41,0.809,5352.0,confirmed
6.42904,2.75,0.85,5413.0,confirmed
6.42973,2.65,0.87,5512.0,confirmed
6.4295023,2.5,0.72,4740.0,confirmed
6.429582,2.59811964,0.818403,5382.0,confirmed
14.09229,2.31,0.809,5352.0,confirmed
14.090907,2.33,0.72,4740.0,confirmed
14.090996,2.41175864,0.818403,5382.0,confirmed
14.0919,2.59,0.87,5512.0,confirmed
14.09189,2.73,0.85,5413.0,confirmed
2.1408063,2.59639,1.0,5372.0,confirmed
2.14084,3.207,0.971,5377.0,confirmed
2.14084,3.207,0.971,5377.0,confirmed
3.11489307594,12.11200864,0.74956,4973.0,confirmed
3.114905,13.024,0.736,4925.0,confirmed
9.844077,2.945,0.922,5479.0,confirmed
11.02066,2.061,1.486,6138.0,confirmed
4.521953,1.593,0.907,5789.0,confirmed
4.521953,1.593,0.907,5789.0,confirmed
16.43445,2.213,0.907,5789.0,confirmed
16.43445,2.213,0.907,5789.0,confirmed
14.460563,1.75532562,1.065474,5838.0,confirmed
14.453895,2.243,1.543,5822.0,confirmed
5.776475,1.736,1.149,5937.0,confirmed
5.776475,1.736,1.149,5937.0,confirmed
12.832235,1.693,0.691,4200.0,confirmed
2.060438,2.88,0.732,4823.0,confirmed
8.777247,2.181,0.751,4603.0,confirmed
4.01593,1.54,1.06,5731.0,confirmed
4.01593,1.655,1.141,5705.0,confirmed
4.01593,1.90553,1.38,5757.0,confirmed
4.01628,1.64,1.12,5758.0,confirmed
4.01668,1.55,0.924,5679.0,confirmed
4.01593,1.55,1.1,5757.0,confirmed
10.56103,2.29,1.06,5731.0,confirmed
10.56104,2.18,0.924,5679.0,confirmed
10.56103,2.49,1.141,5705.0,confirmed
10.56103,2.42,1.1,5757.0,confirmed
10.56098,2.41,1.12,5758.0,confirmed
9.401312,2.729,1.32,5911.0,confirmed
7.9389334,1.075,0.675,4473.0,confirmed
7.939256,1.08322371,0.645652,4661.0,confirmed
16.035054,2.05816745,0.645652,4661.0,confirmed
16.034656,2.0,0.675,4473.0,confirmed
26.804998,1.53157981,0.645652,4661.0,confirmed
26.803023,1.689,0.675,4473.0,confirmed
21.697619,2.77059123,0.88176,5570.0,confirmed
21.700156,2.072,0.811,5452.0,confirmed
1.865979,1.85861238,0.825125,5231.0,confirmed
1.865962,1.564,0.804,5129.0,confirmed
2.231527,1.076,0.348,3623.0,confirmed
4.194766,1.191,0.348,3623.0,confirmed
6.679582,1.392,0.348,3623.0,confirmed
9.715043,1.345,0.348,3623.0,confirmed
13.62749,2.222,0.348,3623.0,confirmed
2.380867,1.539,0.761,4844.0,confirmed
7.473223,2.32,0.97,5749.0,confirmed
28.735327,7.322,0.585,3572.0,confirmed
6.339069,3.66,0.897,5367.0,confirmed
6.339069,3.66,0.897,5367.0,confirmed
6.3392677,3.91968,0.93,5289.0,confirmed
6.33932,3.9,0.91,5310.0,confirmed
8.58289,2.33,1.094,5773.0,confirmed
8.584043,2.184,1.084,5782.0,confirmed
8.583566,2.118,1.084,5782.0,confirmed
20.851337,2.04,1.084,5782.0,confirmed
20.851337,2.04,1.084,5782.0,confirmed
4.60543,6.27704,2.97,4881.0,confirmed
4.6049829,1.67,0.74,4843.0,confirmed
4.60497,5.71,2.93,4912.0,confirmed
4.60808540736,7.04461252,3.12057,4911.0,confirmed
4.60547,6.4,3.08,4915.0,confirmed
4.60497,7.09,2.59,4993.0,confirmed
4.60543,8.2,3.88,4881.0,confirmed
3.312792,4.662,0.966,5558.0,confirmed
3.312792,4.662,0.966,5558.0,confirmed
3.3129214,4.28877,0.98,5512.0,confirmed
4.622654,1.371,0.566,5543.0,confirmed
4.622654,1.371,0.566,5543.0,confirmed
15.398723,1.85,1.058,5726.0,confirmed
15.398723,1.85,1.058,5726.0,confirmed
10.413181,2.352,1.071,5678.0,confirmed
5.095717,1.692,0.631,4938.0,confirmed
5.0957983,1.92318,0.7,4197.0,confirmed
4.803352,2.597,0.783,5007.0,confirmed
4.803352,2.597,0.783,5007.0,confirmed
8.491282,3.395,0.783,5007.0,confirmed
8.491282,3.395,0.783,5007.0,confirmed
0.673862,1.579,0.92,5236.0,confirmed
0.673862,1.579,0.92,5236.0,confirmed
